[Metadata]
Title: Gary Come Home Punk Cover
Artist: Billy Cobb
Creator: Corgo
Version: Easy
Length: 100
Scroll Speed: 0.50
BPM: 182
Audio Lead In: 75
Image Path: song_folder/Gary Come Home Punk Cover-Easy-Corgo/garycomehome.png
Audio Path: song_folder/Gary Come Home Punk Cover-Easy-Corgo/Gary-Come-Home-Punk-Cover.ogg

// Hit Object Ordering
// 3-key configuration (1-3), hold duration, time position,
[HitObjects]
1, 0, 10750
2, 0, 11079
3, 0, 11409
3, 0, 11739
1, 0, 12068
2, 0, 12398
3, 0, 12728
3, 0, 13057
1, 0, 13387
2, 0, 13717
3, 0, 14046
3, 0, 14376
1, 0, 14706
2, 0, 15035
3, 0, 15365
3, 0, 15695
1, 0, 16024
1, 0, 16354
1, 0, 16684
1, 0, 17013
2, 0, 17343
2, 0, 17673
2, 0, 18002
2, 0, 18332
3, 0, 18662
3, 0, 18991
3, 0, 19321
3, 0, 19651
1, 0, 19980
2, 0, 20310
1, 659, 21330
2, 659, 21989
1, 660, 22648
2, 659, 23308
3, 659, 23967
2, 660, 24626
1, 659, 25286
2, 659, 25945
3, 0, 20640
2, 0, 20969
1, 494, 32000
1, 248, 32576
1, 247, 32906
2, 495, 33318
2, 247, 33895
2, 247, 34225
3, 494, 34637
3, 247, 35214
3, 248, 35543
2, 0, 35956
1, 0, 37350
1, 0, 37844
1, 0, 38256
3, 0, 38668
3, 0, 39163
3, 0, 39575
1, 0, 39987
1, 0, 40481
1, 0, 40893
2, 0, 41306
1, 0, 42700
2, 0, 42700
1, 0, 43359
2, 0, 43359
1, 0, 44018
2, 0, 44018
1, 0, 44678
2, 0, 44678
2, 0, 45337
3, 0, 45337
2, 0, 45996
3, 0, 45996
2, 0, 46656
3, 0, 46656
2, 0, 47315
3, 0, 47315
3, 0, 50680
3, 0, 51009
3, 0, 51339
3, 0, 51669
2, 0, 51998
2, 0, 52328
2, 0, 52658
2, 0, 52987
1, 0, 53317
1, 0, 53647
1, 0, 53976
1, 0, 54306
2, 0, 54636
2, 0, 54965
2, 0, 55295
2, 0, 55625
3, 247, 56020
3, 247, 56349
3, 247, 56679
3, 247, 57009
2, 247, 57338
2, 247, 57668
2, 247, 57998
2, 247, 58327
1, 247, 58657
1, 247, 58987
1, 247, 59316
1, 247, 59646
2, 247, 59976
2, 247, 60305
2, 247, 60635
2, 247, 60965
2, 0, 61404
1, 0, 61404
2, 0, 61898
1, 0, 61898
1, 0, 62557
2, 0, 62557
2, 0, 62393
1, 0, 62393
3, 0, 62722
2, 0, 62722
2, 0, 63217
3, 0, 63217
2, 0, 63711
3, 0, 63711
2, 0, 63876
3, 0, 63876
2, 0, 64041
2, 0, 64535
2, 0, 65030
2, 0, 65195
1, 0, 65360
2, 0, 65360
3, 0, 65360
1, 0, 65854
2, 0, 65854
3, 0, 65854
1, 0, 66349
2, 0, 66349
3, 0, 66349
1, 0, 66513
2, 0, 66513
3, 0, 66513
1, 0, 48028
2, 0, 48028
1, 0, 48646
2, 0, 48646
3, 0, 49305
2, 0, 49305
1, 0, 49305
3, 0, 49964
2, 0, 49964
1, 0, 49964
2, 0, 66700
2, 0, 67759
2, 0, 67029
3, 0, 67429
1, 0, 68089
1, 0, 68418
2, 0, 68748
1, 0, 69078
2, 0, 69407
2, 0, 69737
3, 0, 70067
2, 0, 70396
1, 0, 70726
2, 0, 71056
3, 0, 71385
2, 0, 71715
1, 1236, 72045
2, 1237, 73363
3, 1236, 74682
2, 1236, 76001
2, 494, 77350
2, 494, 78009
3, 0, 78009
3, 0, 78339
3, 0, 78668
3, 0, 78998
3, 0, 79328
3, 0, 79657
3, 494, 79987
3, 495, 80646
2, 495, 78668
2, 494, 79328
2, 1318, 81306
3, 0, 84020
3, 0, 84349
2, 0, 84679
1, 0, 85009

// Laser Object Ordering
// start time, end time, start position, end position
[LaserObjects]
75, 1393, 1, 5
1393, 2712, 5, 1
2712, 4031, 1, 5
5349, 6668, 5, 1
6668, 7987, 1, 5
7987, 9305, 5, 1
26604, 29242, 1, 8
29242, 31879, 8, 1
85340, 90614, 8, 1
90614, 90614, 1, 8
