[Metadata]
Title: Brain Power
Artist: Noma
Creator: Crogo
Version: Extreme
Length: 118
Scroll Speed: 0.65
BPM: 170
Audio Lead In: 2115
Image Path: song_folder/Brain Power-Extreme-Crogo/brain_power_img.png
Audio Path: song_folder/Brain Power-Extreme-Crogo/Brain Power [dTGEw_x8d10].wav

// Hit Object Ordering
// 3-key configuration (1-3), hold duration, time position,
[HitObjects]
2, 0, 2115
3, 0, 2115
1, 0, 2291
3, 0, 2291
2, 0, 2467
3, 0, 2467
2, 0, 2644
2, 0, 2820
1, 0, 2820
1, 0, 2997
3, 0, 2997
1, 0, 3173
2, 0, 3173
2, 0, 3350
2, 0, 3526
3, 0, 3526
1, 0, 3703
3, 0, 3703
2, 0, 3879
3, 0, 3879
2, 0, 4056
1, 0, 4232
2, 0, 4232
1, 0, 4409
3, 0, 4409
1, 0, 4585
2, 0, 4585
2, 0, 4762
1, 0, 4938
2, 0, 4938
2, 0, 5291
3, 0, 5291
2, 0, 5467
2, 0, 5644
2, 0, 5820
2, 0, 5997
3, 0, 5997
2, 0, 5115
1, 0, 5115
3, 0, 5467
1, 0, 5644
3, 0, 6173
1, 0, 6526
3, 0, 6526
2, 0, 6703
1, 0, 5820
2, 0, 6173
2, 0, 6350
1, 0, 6879
3, 0, 6879
2, 0, 7056
1, 0, 7232
3, 0, 7232
2, 0, 7409
1, 0, 7585
3, 0, 7585
2, 0, 7762
3, 0, 7762
1, 0, 7938
3, 0, 7938
2, 0, 8115
3, 0, 8115
2, 0, 8291
2, 0, 8467
1, 0, 8467
1, 0, 8644
3, 0, 8644
2, 0, 8820
1, 0, 8820
2, 0, 8997
2, 0, 9173
3, 0, 9173
3, 0, 9350
1, 0, 9350
2, 0, 9526
3, 0, 9526
2, 0, 9703
1, 0, 9879
2, 0, 9879
1, 0, 10056
3, 0, 10056
1, 0, 10232
2, 0, 10232
2, 0, 10409
1, 0, 10585
2, 0, 10585
1, 0, 10762
2, 0, 10762
2, 0, 10938
3, 0, 10938
2, 0, 11115
3, 0, 11115
2, 0, 11291
1, 0, 11291
1, 0, 11467
2, 0, 11467
2, 0, 11644
3, 0, 11644
2, 0, 11820
3, 0, 11820
2, 0, 11997
1, 0, 12173
3, 0, 12173
2, 0, 12350
1, 0, 12526
3, 0, 12526
3, 0, 12703
3, 0, 13232
3, 0, 12879
2, 0, 12967
1, 0, 13056
3, 0, 13409
2, 0, 13409
3, 0, 13585
1, 0, 13585
3, 0, 13762
2, 0, 13762
2, 0, 13938
1, 0, 14115
2, 0, 14115
1, 0, 14291
3, 0, 14291
1, 0, 14467
2, 0, 14467
2, 0, 14644
1, 0, 14820
2, 0, 14820
1, 0, 14997
2, 0, 14997
2, 0, 15173
3, 0, 15173
2, 0, 15350
3, 0, 15350
2, 0, 15526
1, 0, 15526
1, 0, 15703
2, 0, 15703
2, 0, 15879
3, 0, 15879
2, 0, 16056
3, 0, 16056
2, 0, 16232
1, 0, 16409
3, 0, 16409
2, 0, 16585
1, 0, 16762
3, 0, 16762
2, 0, 16938
1, 0, 17115
3, 0, 17115
2, 0, 17291
1, 0, 17467
3, 0, 17467
2, 0, 17644
3, 0, 17644
3, 0, 17820
1, 0, 17820
2, 0, 17997
3, 0, 17997
2, 0, 18173
1, 0, 18350
2, 0, 18350
1, 0, 18526
3, 0, 18526
2, 0, 18703
2, 0, 18879
1, 0, 18703
3, 0, 19056
3, 0, 19232
3, 0, 19409
3, 0, 19585
2, 0, 19762
2, 0, 19938
2, 0, 20115
2, 0, 20291
1, 0, 20467
1, 0, 20644
1, 0, 20820
1, 0, 20997
3, 0, 19762
3, 0, 19938
3, 0, 20291
3, 0, 20115
1, 0, 21173
2, 0, 21173
1, 0, 21350
2, 0, 21350
1, 0, 21526
2, 0, 21526
1, 0, 21703
2, 0, 21703
1, 0, 21879
2, 0, 21879
3, 0, 21879
1, 0, 22232
2, 0, 22232
3, 0, 22232
1, 0, 22585
2, 0, 22585
